idFermata,descrizioneFermata,latitudine,longitudine
05021001,"via  Archimede, Ang. Via Caldarola",41.1054,16.8993
01384004,"Via Nazionale (Palese)  di fronte IPSIA",41.1518,16.7765
08354002,"C.so Mazzini - Ist. Bianchi Dottula",41.1253,16.8558
08478004,"Strada San Girolamo fr civ. 53",41.1373,16.8141
08478103,"Strada San Girolamo 87/89",41.1374,16.8131
08380101,"Complanare Via Napoli 373",41.1364,16.8114
09126101," Via Crisanzio, Ateneo",41.1198,16.868
05432105,"via Peucetia , di fronte Chiesa S. Franc",41.1141,16.8899
09099103,"C.so Cavour, 209",41.1194,16.8727
02564003,"Via Zippitelli, ex grafica Laterza",41.1161,16.8224
10205005,"Via Delle Magnolie, ex Enaip",41.1096,16.7666
08448101,"Via Respighi ,Pineta S. Francesco",41.1329,16.8299
05018102,"Via  Appulo ,33",41.1027,16.8994
10208001,"Via Delle Orchidee ZINCOMET",41.101,16.7841
04285101,"Via G.lio Petroni fronte Clin.S.Rita",41.0887,16.8656
03471002,"viale Salandra, 14/A",41.1151,16.8641
06405101,"via Orabona ,di fronte Chiesa S. Marcell",41.1075,16.8783
02360102,"via Miglionico ,2",41.1235,16.7969
05273106,"via Gentile ,di fronte al 47/A",41.1094,16.9079
06327001,"via Sturzo ,19",41.107,16.8724
01378110,"via   Napoli ang.str.priv.Caladoria",41.1655,16.7366
09369101,"piazza Moro ,angolo De Cesare",41.1187,16.8695
01142002,"Via  Duca D'Aosta , 39/C",41.1554,16.7687
04219101,"via Di Cillo ,difronte al supermercato",41.0736,16.8589
06162009,"Corso A. De Gasperi, 270/A",41.1037,16.8716
06162102,"Corso Alcide De Gasperi ,345",41.1039,16.8716
09435002,"Via  Piccinni, 8",41.1255,16.8716
03094101,"Via S. Caterina, fronte ipermercato",41.099,16.8302
07225001,"Piazza Diaz, 12",41.1224,16.8783
04562101,"via Zaccaria, (rotatoria)",41.0459,16.8526
02210003,"Viale delle Regioni Staz.Serv. FINA",41.1231,16.7989
02315003,"viale Lindemann ,ex Dep. Amtab",41.1216,16.8161
02088002,"via Chartroux ,di fronte Calcestruzzi",41.1118,16.8179
02240010,"Viale Europa, di fronte Liquigas ",41.1225,16.8347
09291001,"corso Italia ,82",41.1185,16.8662
02512001,"Via S.Tramonte-di fronte Ist. Perotti",41.1283,16.7978
08557101,"V.le Vitt.Emanuele Orlando di fronte AQP",41.1339,16.8431
06519001,"via Tupputi di fronte al civ.6",41.0937,16.8902
08129003,"via Crispi ,Tribunale",41.1236,16.8561
05216006,"strada detta Della Marina, 22/A",41.094,16.9835
05510102,"via Toscanini, difronte Via Suglia",41.1043,16.9124
10205006,"Via Delle Magnolie PT",41.1097,16.7694
08126101,"via Crisanzio ,Ateneo",41.1198,16.8679
08490103,"Via Q.no Sella, 225",41.1191,16.8647
02549101,"Via  Veneto ,10",41.121,16.7896
06531102,"Viale Unità d'Italia, ang. via A. Volta",41.1147,16.8733
01378102,"Via Napoli, accesso C",41.1466,16.7904
03075001,"Via Capruzzi, 236",41.1168,16.8667
02315001,"viale Lindeman di fronte Mastrandrea",41.107,16.8089
05273003,"via  Gentile , 53/a1",41.108,16.9115
06402002,"via  Omodeo, 67",41.1071,16.8844
03411001,"Viale  Pio XII, 48",41.1028,16.8594
06162105,"Corso Alcide De Gasperi ,Cancello Rotto",41.098,16.871
05121101,"via Coppa di Bari, cimitero",41.0824,17.0045
06306101,"via Lattanzio ,79",41.1157,16.8783
01515104,"Sesta str Torricella ang Pozzo Martino",41.147,16.7422
01455101,"Via Vito Rosa ang Via Castellucci L.",41.146,16.7417
04316001,"Via Rosario Livatino, 3",41.0808,16.8616
04218001,"Via Geremia D'Erasmo, 16",41.0809,16.868
01562104,"Via Vitt. Veneto, civ. 8",41.1551,16.7655
01562102,"Via Vitt. Veneto, civ. 12",41.1552,16.7655
09217101,"Corso De Tullio ingr.Porto",41.1323,16.8687
09146102,"Bari, Via Dante Alighieri",41.1218,16.8652
03475101,"Via S. Giorgio Martire, 2/E",41.1167,16.8498
03101101,"Via Cifarelli, 34",41.117,16.8533
03101102,"Via Cifarelli, 26 (Conservatorio)",41.1163,16.8573
01562101,"Via Vitt. Veneto (Palese) ,Bar Corner",41.1561,16.7659
07492101,"C.so Sonnino ,158",41.1178,16.8861
08156002,"Via De Cristoforis ,29",41.1251,16.8561
06162001,"Corso Alcide De Gasperi 326/b",41.0877,16.8694
05440001,"Via S. Quasimodo, 13",41.106,16.9193
04540001,"via Vaccarella ,Mulino",41.0678,16.8656
09357001,"Via Melo, 230",41.1192,16.8718
01199001,"Via dell'Olivo ang. Via Macchie-Palese",41.1489,16.7681
04034C00,"parco Adria (Capolinea)",41.0798,16.8333
02543101,"Via Val D'Aosta di fronte ex Cap.Linea 3",41.1184,16.788
02048103,"via C. Massa 2/A",41.1269,16.7853
08129005,"via Crispi ,2",41.1253,16.8605
02210101,"v.le Delle Regioni, di fronte distr.Fina",41.123,16.7976
04132101,"via Crispi Ist. Scolastico",41.0413,16.8473
08129102,"Via Crispi ,59",41.1244,16.8581
04513107,"Via Trisorio Liuzzi, civ. 71",41.0693,16.8626
05221003,"Lung. Di Cagno Abbrescia, ex GS",41.1113,16.9244
08493101,"Lung. Starita, CTO",41.1349,16.8443
01189001,"Via dei Narcisi, fronte civ.12",41.1602,16.7391
01142001,"Via  Duca D'Aosta, 31",41.1536,16.768
05078101,"via Carabellese ,di fronte 2",41.1082,16.9076
04451101,"Via Roccaporana, ang. Via dello Scoglio",41.0691,16.8581
02564001,"via Zippitelli , 5",41.1088,16.8224
05432002,"Via  Peucetia ,Chiesa San Francesco",41.1142,16.8898
01339003,"Via Macchie, 41",41.1461,16.7752
03168003,"viale De Laurentis ang. Via Carrante",41.0967,16.8644
09351002,"Piazza Massari di fronte Int. Di Finanza",41.1281,16.8652
02024104,"via B. Buozzi ,di fronte al 68/B",41.1121,16.8296
04320001,"P.le Loseto-Valenzano ang.Giacobelli",41.0412,16.8527
07429001,"Via Giandomenico Petroni, 39",41.1214,16.8791
04159106,"Via de Filippo, fronte 1/B",41.0754,16.8546
04525101,"Piazza Umberto ,16 Carbonara",41.0744,16.8698
04558001,"Via  Veneto ,178",41.0686,16.8701
09015102,"via A. da Bari ,Banca di Roma",41.1237,16.8687
02150103,"viale De Blasio ,23",41.1152,16.809
03168103,"via De Laurentis ang.Via Dioguardi",41.0966,16.8644
01069001,"Via Capitaneo , di fronte 32/d   Palese",41.1544,16.7612
08390101,"via Nicolai ,403",41.1205,16.8548
04550003,"via Veneto ,di fronte al 75",41.0585,16.8672
04034102,"Compl.OVEST via Bitritto-villa dei Cedri",41.0766,16.8314
04540103,"via Vaccarella ,di fronte al Mulino",41.0679,16.8656
08003002,"Via Adriatico, ang Lung. Starita",41.1375,16.8407
06249C00,"Via Fanelli ,Mad. Delle Grazie Cap.",41.0777,16.8855
03285111,"via G. Petroni ang. Lucarelli",41.094,16.8666
07381101,"lung. N.Sauro, fronte Forestale",41.1196,16.8879
04034101,"Compl. OVEST Via Bitritto-P.co Adria",41.0799,16.8342
03120102,"viale Concilio Vaticano II ,75",41.1022,16.8648
04232102,"Strada Donadonisi, ang. via Quaranta",41.0768,16.8581
01218101,"Via L. del Turco - fronte 2/A",41.1517,16.7568
03198101,"Via Dell'Andro ,40/1",41.0961,16.8562
06235102,"viale Einaudi ,14/A",41.102,16.8821
01378010,"Via Napoli accesso C direz. Bari",41.1461,16.7923
06195C01,"Viale della Resistenza, 76 Cap.",41.1054,16.8751
06531001,"Viale Unita' D'italia ,48",41.1146,16.8733
02141101,"via D'Alesio di fronte al C/1-B/1",41.1272,16.7867
07222103,"L.re Di Crollalanza, fr. Eroi del Mare",41.125,16.874
05450102,"via Rocca di fronte Ecopoli",41.0999,16.9037
08039101,"Via  B. Regina, 88",41.1262,16.8516
01339005,"Via Macchie ang. via Modugno",41.1499,16.7667
08378008,"Via  Napoli ,  316",41.1274,16.8458
03124001,"Via Cotugno-Palestra Angiulli",41.1076,16.8574
09369001,"Piazza  Moro ,F.S.",41.1181,16.8696
06009108,"via Amendola ,213 Ang. Pezze di Sole",41.0966,16.8905
03285104,"via Giulio Petroni, 71/D",41.1075,16.8677
04171C00,"Via De Marinis,9  (Capolinea)",41.0746,16.8702
08039102,"Via B.Regina ,138",41.1285,16.8514
05216106,"Strada detta Della Marina di f. al 86",41.0961,16.967
08039001,"via B. Regina, 75",41.1261,16.8516
02240005,"Viale Europa, difronte G. di Pace",41.1229,16.8017
08035001,"Via V. Bellini fronte civ.12",41.1301,16.8342
02363102,"Via Molise, Ist. Scolastico",41.1214,16.7966
02345001,"via Mario Pagano ,50",41.1209,16.8499
04157101,"via De Curtis ,36",41.0762,16.8564
06519101,"via Tupputi ,4",41.0937,16.8902
04456001,"Via  Roppo, 97 ",41.0673,16.8693
04513005,"via Trisorio Liuzzi, distr. Esso",41.0697,16.8625
05440101,"Via S. Quasimodo  di fornte al civ.13",41.1059,16.9193
04036102,"via Bitritto - Scuola Ippica",41.084,16.8357
01378003,"Via Napoli, 208",41.1649,16.7393
04162002,"Corso A. De Gasperi,342",41.0836,16.8691
04102002,"Via  Ceglie ,55",41.0543,16.8735
08378006,"Via  Napoli , 326",41.1279,16.8388
02360101,"via Miglionico ,16",41.1253,16.7969
05282106,"lung. A. Giovine ,lido Trullo",41.1071,16.935
05342101,"Via  Magna Grecia , 57",41.1124,16.8922
01388001,"via Nisio, 1/13",41.1528,16.7702
03270105,"via Gen. Bellomo di fronte Birra Peroni",41.0972,16.843
06223101,"Viale Di Vittorio, 37",41.1074,16.8767
01433001,"2^ Trav. via Pizzillo,10",41.1536,16.7818
01560003,"Corso Vittorio Emanuele  - ang. v. Modugno",41.15,16.7666
02200001,"Via Delle Margherite fronte Firest.Brema",41.1033,16.7961
03285105,"via G. Petroni, di fron Carcere Minorile",41.1062,16.8676
02174101,"via De Ribera 6",41.125,16.7915
04550004,"via Veneto ,62/B",41.0611,16.8666
10207004,"Via Delle Ortensie ang. dei Gerani-OM",41.1091,16.7736
05273103,"Via Gentile, 54/G",41.1059,16.9168
05097001,"Via Cav. Di Vitt. Veneto ,",41.1082,16.8956
05414103,"Via Papalia, lato civ 12",41.1065,16.9042
05258002,"Via Fontana Nuova, 6",41.0847,17.0055
08126103,"via Crisanzio ,163",41.1194,16.861
08378109,"Via Napoli ,Distributore ERG 365/C",41.1337,16.8198
02516003,"Via Troccoli, 6",41.1264,16.7832
02408101,"Via Mazzoni ,ang. Ciusa",41.1268,16.8024
04513004,"via Trisorio Liuzzi ,Rist. Rosa Blu",41.0665,16.8625
08378105,"Via Napoli , 349/e",41.1279,16.8386
05221001,"Lung. Di Cagno Abbrescia, Cas. Recchia",41.1138,16.9107
05063005,"Via Caldarola fronte 12/B",41.1165,16.8834
03237103,"V.le Ennio ang. p.zza G. Cesare",41.1127,16.8622
01233001,"Viale Europa P.co dei Principi",41.1332,16.7791
01310101,"Prol. Via della Lealtà - scuola materna",41.146,16.7373
06195001,"V.le Della Resistenza ,Distributore Fina",41.1016,16.8761
06162004,"Corso A. De Gasperi, 312",41.0943,16.8705
06211102,"Viale della Repubblica. fronte civ. 16/c",41.1122,16.8736
06211103,"Viale della Repubblica, fronte 58/b",41.1106,16.8738
01384102,"Via Nazionale , Ponte Tangenziale",41.1531,16.7739
04219001,"via Di Cillo, Supermercato",41.0735,16.8588
08084101,"Via Caracciolo ,30/A",41.1313,16.8445
06045101,"via Conte G. Giusso ,3",41.0939,16.8893
05021005,"Via  Archimede, Palaflorio",41.1019,16.908
08378002,"Via  Napoli, Caserma GdF",41.1338,16.8193
03168001,"via De Laurentis ,angolo Lucarelli",41.0935,16.8642
02002103,"via Accolti Gil, di fronte Carrefour",41.1192,16.8056
06186001,"via Dei Mille ,114",41.1155,16.8774
05273102,"Via Gentile ,difronte 63",41.1044,16.9209
03328102,"Via Matarrese Fac. Econ. Comm.",41.0962,16.8545
04513003,"via Trisorio Liuzzi, 62",41.0648,16.8612
06162103,"Corso Alcide De Gasperi ,Bar Margherita",41.1021,16.8715
09556002,"C.so Vitt. Emanuele,ang. via Melo",41.1261,16.8709
10183101,"Via dei Gerani Partner Spa ",41.1102,16.7848
06235002,"viale Einaudi ,11",41.1007,16.8742
07090001,"Via Carulli ,DI FRONTE AL 96",41.1202,16.8761
02240004,"V.le Europa ang. Pacifico Mazzoni",41.1249,16.7985
02255001,"via Ferorelli ,CEDI",41.1101,16.8077
02240102,"Viale Europa ,Liquigas",41.1226,16.8346
05300001,"via La Pira ,di fronte civ. 2",41.1007,16.9007
01143002,"Via D'Annunzio Ingr. Aereoport. Militare",41.1402,16.7786
10205105,"via Delle Magnolie, SERONO",41.1094,16.762
07511001,"Corso Trieste, 27 Procura",41.1172,16.8936
01379001,"Via Paul Harris, civ. 5",41.1674,16.7307
04036001,"via Bitritto di fronte P.co Adria",41.0805,16.8347
01070101,"Piazza Capitaneo, 38",41.1518,16.7596
05027102,"Via Bari, 21",41.0856,16.9969
03232101,"Via Don L. Guanella fronte SigmaSistemi",41.0947,16.8618
04528104,"Corso Umberto 1° ,Circolo Prater",41.0592,16.8696
02057006,"Via Cacudi ang. Via D'Alesio",41.1265,16.7871
01087003,"Viale Caravella fronte civ. 15",41.1594,16.7375
01387003,"Via Nicholas Green",41.1547,16.7405
01310102,"Via della Lealta'",41.1512,16.7368
01353001,"Via Iqbal Masih Scuola",41.1494,16.7387
01353102,"Via Iqbal Masih",41.1511,16.7391
03478104,"Strada San Girolamo fronte civ.8",41.1359,16.8225
03478105,"Strada San Girolamo fronte 30/A",41.1363,16.8199
03478106,"Strada San Girolamo ang. Tomasicchio",41.137,16.8158
06275001,"Via G.ppe Giannini (rotatoria)",41.0906,16.887
01310002,"Via della Lealtà ang. Via Ancona",41.1513,16.7368
01011103,"Via Gregorio Ancona ang. Iqbal Masih",41.1516,16.7389
01387102,"Via Nicholas Green 2/A",41.1548,16.7405
01075102,"Via Giuseppe Capruzzi fronte civ. 166",41.117,16.8701
03033001,"Viale  Bartolo ,Ist. G. Cesare",41.0957,16.8575
01011102,"Via G.Ancona di fronte Coop.Arcobaleno",41.1514,16.7362
05221101,"Lung Di Cagno Abbrescia, di fronte al 27",41.1092,16.9313
09099101,"Corso Cavour ang. Via Piccinni",41.125,16.8721
05117004,"Via Complanare Ovest, Campi Calcetto",41.0827,17.0083
01384001,"Via Nazionale di fronte ASL",41.1581,16.7637
05216002,"strada detta Della Marina ,86",41.0959,16.9713
02304C00,"via Arg.Lamasinata Staz.FF.SS(Capolinea)",41.1279,16.8264
10072001,"Str.Caposcardicchio ,di fronte Ospedale",41.1191,16.7834
08454102,"Via Pasquale Romito fr civ. 7",41.138,16.8106
03476101,"Via G. Sangiorgi civ. 1",41.1144,16.852
03279103,"viale Giovanni XXIII ,145",41.1071,16.8643
03348001,"Via L. King ,di fronte 89 (Edicola)",41.1006,16.8591
02057002,"via Cacudi ,Ist. Scolastico",41.1291,16.7942
08478002,"Strada  S. Girolamo, difronte al mercato",41.1364,16.8196
07381103,"lung. N.Sauro, fronte Pres. Reg. Puglia",41.1213,16.8827
03237101,"Viale Ennio, difronte al Civ. 4",41.1163,16.8626
05282103,"lung. A. Giovine ,di fronte al 51",41.1025,16.9463
02030102,"Via Barisano da trani, ang via Granieri",41.1258,16.7921
01135C00,"Lung. C. Colombo-Lido Lucc.(Cap.)",41.1692,16.7324
02206002,"Via delle Mimose Agrilevante",41.1085,16.7888
06249106,"via Fanelli ,Green Park",41.0915,16.8836
07381002,"Lung N. Sauro ,  INPS",41.1205,16.8851
05477101,"strada S. Giorgio, 46",41.0957,16.962
09146103,"Bari, Via Dante Alighieri",41.122,16.8694
07099004,"Bari, Corso Cavour 41",41.1227,16.8726
01378108,"via Napoli 207",41.1642,16.7428
09435001,"Via  Piccinni, 90",41.1253,16.8682
04253001,"Contrada Ferrigni",41.0741,16.8567
06244102,"Via Falcone e Borsellino, 63",41.0966,16.8736
10205003,"via Delle Magnolie, di fronte Serono",41.1094,16.7618
05114102,"Via Complanare  Est, Telecom",41.0972,16.9393
01069101,"Via Capitaneo, 50",41.1581,16.7622
02319001,"Via Lonero ,8",41.13,16.8011
05021104,"via Archimede,di fronte ex cap.linea 2",41.1038,16.9032
08003101,"Via Adriatico ,13",41.1367,16.8432
05318002,"Via Loiacono - Case Popolari",41.1074,16.9123
01339105,"Via Macchie-Rotatoria Staz.BARI/NORD",41.1492,16.7688
01322101,"Via Antonio Lozupone",41.1454,16.7386
01455102,"Via Vito Rosa ang 4^ str Torricella",41.1449,16.7394
05440002,"Via S.Quasimodo,Chiesa Avventistica(cap)",41.1065,16.9206
02024103,"via B. Buozzi, di fronte Multicar",41.1156,16.8354
02048105,"via C. Massa, Mercato",41.1289,16.7823
02355001,"via Melisurgo ,OSA",41.1059,16.8065
03237C00,"Viale Ennio, ang p.zza G. Cesare Pol",41.1134,16.8615
10207002,"via   Delle Ortensie ,di fronte Osram",41.1058,16.7762
03270103,"Viagen.Bellomo,93/A fronte Chiesa S.Fara",41.1012,16.8478
08561003,"Corso Vitt. Veneto , Ist. D'Arte",41.1281,16.8574
03285102,"Via G. Petroni, 41/D",41.1126,16.8685
10205101,"via   Delle Magnolie ,MCTC",41.1101,16.7717
02240011,"Viale Europa, angolo B. Buozzi",41.1183,16.8395
02234004,"Via Don Gnocchi, 12",41.1291,16.786
06249107,"via Fanelli - distr. Serv. AGIP",41.0879,16.8845
04162105,"Corso Alcide De Gasperi, 515",41.0813,16.8693
08294C00,"Lung. IX Maggio ,Capolinea",41.14,16.8097
08126104,"via Crisanzio, ex Manifattura Civ 183/A",41.1192,16.8585
06330002,"Via M. C. di Savoia, 49",41.1143,16.878
05282101,"Lung. A. Giovine, 76/B",41.0973,16.9562
04232001,"Strada Donadonisi, 53 ang. via Quaranta",41.0767,16.858
02206001,"Via delle Mimose Amenduni",41.1033,16.7895
02246101,"via F.lli Philiphs ,BCE Sud",41.1131,16.8057
03168105,"via De Laurentis ,angolo Lucarelli",41.0934,16.8641
01560001,"Corso Vittorio Emanuele, 87/C",41.1507,16.7631
03420101,"Via Pasubio ,157",41.1105,16.8674
05027001,"Via Bari, 24",41.0863,16.9919
08129103,"Via Crispi ,di fronte Tribunale",41.1236,16.856
08546002,"Via Van Westerhouth,di fronte al civ. 48",41.1365,16.8263
10205102,"via Delle Magnolie, di fronte CMPT ",41.1098,16.7698
06519002,"Via Ottavio Tapputi - Provvisoria",41.092,16.89
04303002,"via Lama Del Duca ,2/A",41.0735,16.8552
02103101,"Via Ciusa ,5",41.1282,16.802
05282003,"lung A. Giovine, 45",41.1042,16.9422
05221102,"Lung Di Cagno Abbrescia di fronte ex GS",41.1113,16.9241
05216105,"Strada detta Della Marina ,di f. al 72/D",41.0959,16.971
03393002,"viale O, Flacco, 4/A",41.1106,16.8618
04528002,"Via  Umberto 1° ,ex capolinea filobus",41.0589,16.8696
05282104,"lung. A. Giovine ,di fronte al 45",41.104,16.9426
03433102,"Bari, Int. Policlinico fr Pronto Socc.",41.1128,16.8613
03433C00,"Bari, Interno Policlinico Polipark",41.11,16.8565
03433103,"Interno Policlinico Banca del Sangue",41.1103,16.8596
06293001,"Via Samuel F. Hahnemann - Provvisoria",41.0979,16.889
06293002,"Bari, Via Samuel F. Hahnemann ",41.0984,16.8864
06509102,"Bari, Via Nicola Tridente 26",41.1014,16.8847
08039C00,"Via B. Regina ang. Lung. Vitt. Veneto",41.1291,16.8513
05063105,"Bari, Via Caldarola 30 Chiesa",41.1089,16.893
06249001,"via Fanelli ,228/n",41.0834,16.8866
05016001,"via Apulia ,angolo Japigia",41.1164,16.8882
01087001,"V.le Caravella fronte civ.11",41.1596,16.7375
08156101,"Via  De Cristoforis ,    TAMOIL      ",41.1237,16.8563
02200101,"Via delle Margherite Ingr.Sec.Off.Calabr",41.1045,16.8122
05282006,"lung A. Giovine, 79",41.0975,16.9561
02024007,"via B. Buozzi ,28/C",41.118,16.8412
02002001,"viale Accolti Gil ,Carrefour",41.1192,16.8057
03417101,"Viale Pasteur Clinica La Madonnina",41.1137,16.8528
02103001,"Via Ciusa ,4",41.1282,16.802
05474001,"via Salapia ,2/D",41.1093,16.8942
02057003,"Via Cacudi, ang. Via De Ribera",41.1271,16.7894
02355101,"via Melisurgo ,di fronte OSA",41.1059,16.8067
04066001,"Via Canestrelle di fronte civ.10",41.087,16.8444
06211002,"Viale  Della Repubblica ,58/b",41.11,16.8739
07324101,"Piazza L. di Savoia, 7",41.1197,16.8739
01378104,"via Napoli 19",41.1609,16.7557
01226001,"Via  Diaz  ,38 ex  Cinema",41.1534,16.7656
08229101,"Via  Di Maratona  ,14",41.13,16.8377
05450001,"Via  Rocca ,Ecopoli",41.1,16.9037
04462101,"Str.prov.Carb.-Modugno-Stadio S.Nicola",41.0872,16.8399
08039103,"Via Brigata Regina fronte Scuola",41.1236,16.8518
08039003,"Via B. Regina (Scuola Elementare)",41.1237,16.8518
02494001,"Via V. Stifano, 18",41.1255,16.788
02494002,"Via V. Stifano, 8",41.1258,16.7892
02494101,"Via V. Stifano, fronte civ 8",41.1258,16.7892
02494102,"Via V. Stifano, fronte civ 18",41.1255,16.788
05114107,"Via Complanare est, Casa Cant. Anas",41.0828,17.015
02030002,"Via Barisano da trani, ang. Via Giaquinto",41.1252,16.7924
02174004,"Via De Ribera, Polifunzionale P.S.",41.1261,16.792
01452101,"Via del rispetto fronte civ 27/1",41.1473,16.7343
01250001,"Via della felicità (Mercato)",41.1468,16.7364
